video,labelName,label,sampleIndex,earMean,earMin,earStd,marMean,marMax,marStd,perclos,eyesClosedRatio,yawnCount
video-3-tired.mp4,tired,1,88,0.2451,0.1068,0.0365,0.0078,0.1046,0.0183,0.1,0.0333,0
video-3-tired.mp4,tired,1,89,0.255,0.1068,0.0308,0.0039,0.0077,0.002,0.0333,0.0,0
video-3-tired.mp4,tired,1,90,0.2558,0.1068,0.0306,0.0037,0.0077,0.0018,0.0333,0.0,0
video-3-tired.mp4,tired,1,91,0.2594,0.1068,0.0316,0.0034,0.007,0.0017,0.0333,0.0,0
video-3-tired.mp4,tired,1,92,0.2693,0.2305,0.016,0.0034,0.007,0.0016,0.0,0.0,0
video-3-tired.mp4,tired,1,93,0.2706,0.191,0.021,0.0035,0.0071,0.0019,0.0333,0.0,0
video-3-tired.mp4,tired,1,94,0.271,0.191,0.0199,0.0036,0.0091,0.002,0.0333,0.0,0
video-3-tired.mp4,tired,1,95,0.2717,0.191,0.0192,0.0038,0.0091,0.0021,0.0333,0.0,0
video-3-tired.mp4,tired,1,96,0.256,0.0932,0.0469,0.0037,0.0091,0.0022,0.1333,0.0,0
video-3-tired.mp4,tired,1,97,0.2511,0.0932,0.046,0.004,0.0119,0.0026,0.1333,0.0,0
video-3-tired.mp4,tired,1,98,0.2446,0.0932,0.0447,0.0039,0.0119,0.0027,0.1667,0.0,0
video-3-tired.mp4,tired,1,99,0.2436,0.0932,0.0415,0.0036,0.0119,0.0026,0.1333,0.0,0
video-3-tired.mp4,tired,1,100,0.24,0.0932,0.0404,0.0178,0.4328,0.0771,0.1333,0.0,0
video-3-tired.mp4,tired,1,101,0.2201,0.0846,0.0518,0.1279,0.7836,0.2544,0.3,0.1,2
video-3-tired.mp4,tired,1,102,0.2181,0.0846,0.0525,0.2365,1.089,0.3594,0.3333,0.2333,5
video-3-tired.mp4,tired,1,103,0.2174,0.0846,0.0525,0.2374,1.089,0.3589,0.3667,0.2333,5
video-3-tired.mp4,tired,1,104,0.2174,0.0846,0.0529,0.2374,1.089,0.3588,0.3667,0.2333,5
video-3-tired.mp4,tired,1,105,0.2122,0.0846,0.0511,0.2379,1.089,0.3585,0.4,0.2333,5
video-3-tired.mp4,tired,1,106,0.2086,0.0846,0.056,0.2238,1.089,0.3589,0.4333,0.2333,5
video-3-tired.mp4,tired,1,107,0.2247,0.0914,0.0479,0.1135,1.089,0.3019,0.2667,0.1333,3
video-3-tired.mp4,tired,1,108,0.2337,0.075,0.0457,0.0051,0.0295,0.0054,0.1667,0.0,0
video-3-tired.mp4,tired,1,109,0.2352,0.075,0.0456,0.004,0.0087,0.0018,0.1333,0.0,0
video-3-tired.mp4,tired,1,110,0.2371,0.075,0.0445,0.0044,0.0094,0.0018,0.1,0.0,0
video-3-tired.mp4,tired,1,111,0.2441,0.075,0.0448,0.0044,0.0095,0.002,0.0667,0.0,0
video-3-tired.mp4,tired,1,112,0.252,0.075,0.0357,0.0043,0.0095,0.0021,0.0333,0.0,0
video-3-tired.mp4,tired,1,113,0.2545,0.075,0.0358,0.0039,0.0095,0.0022,0.0333,0.0,0
video-3-tired.mp4,tired,1,114,0.2637,0.2453,0.0099,0.0039,0.0095,0.0023,0.0,0.0,0
video-3-tired.mp4,tired,1,115,0.2664,0.2502,0.0085,0.0038,0.0095,0.0023,0.0,0.0,0
video-3-tired.mp4,tired,1,116,0.269,0.2529,0.0083,0.0033,0.0095,0.0021,0.0,0.0,0
video-3-tired.mp4,tired,1,117,0.2697,0.2563,0.0073,0.0029,0.0062,0.0017,0.0,0.0,0
video-3-tired.mp4,tired,1,118,0.2701,0.2563,0.0074,0.0029,0.0069,0.0018,0.0,0.0,0
video-3-tired.mp4,tired,1,119,0.2725,0.2563,0.0074,0.0034,0.0098,0.0022,0.0,0.0,0
video-3-tired.mp4,tired,1,120,0.2692,0.1576,0.022,0.0035,0.0098,0.0021,0.0333,0.0,0
video-3-tired.mp4,tired,1,121,0.2562,0.0938,0.0447,0.0034,0.0098,0.0022,0.1,0.0,0
video-3-tired.mp4,tired,1,122,0.2499,0.0938,0.0442,0.0035,0.0098,0.0021,0.1,0.0,0
